codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1057539-139-LP26,CONVENIO DE SUMINISTRO DE INSUMOS PEDIÁTRICOS,Publicada,LP,Región de los Lagos,,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI,,CLP,2026-09-10,2026-09-30,2027-01-15,17,2026-09-10
1058085-101-LP26,CONVENIO SUMINISTRO DE MEDICAMENTOS ORALES G-9 EN CASO DE NO DESPACHO DE CENABAST PARA EL HOSPITAL DEL SALVADOR,Adjudicada,LP,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,331839000.0,CLP,2026-06-30,2026-07-20,2026-09-10,13,2026-09-10
1058128-6-LP26,CONVENIO SUMINISTRO FARMACOS DE USO OCASIONAL,Adjudicada,LP,Región de los Lagos,Puerto Montt,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI,,CLP,2026-03-24,2026-04-13,2026-09-10,6,2026-09-10
1063538-186-LP26,CONV.SUMINISTRO REACTIVOS E INSUMOS LABORATORIO,Publicada,LP,Región de los Lagos,Osorno,HOSPITAL BASE OSORNO,,CLP,2026-09-10,2026-09-29,2026-11-30,49,2026-09-10
1110404-195-L126,"ADQUISICIÓN DE ACCESORIOS, INSUMOS Y ELEMENTOS PARA LA MANTENCIÓN DE EQUIPOS TECNOLÓGICOS DE LA ESCUELA DARÍO SALAS DÍAZ",Publicada,L1,Región de Arica y Parinacota,Arica,SERVICIO LOCAL DE EDUCACION DE CHINCHORRO,1361321.0,CLP,2026-09-10,2026-09-17,2026-10-07,1,2026-09-10
1979-163-LP26,159.26 “SERVICIO DE MANO DE OBRA PARA OBRAS MENORES NODO COSTERO: HOSPITAL NVA IMPERIAL.”,Revocada,LP,Región de la Araucanía,Nueva Imperial,SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL DE NUEVA IMPERIAL,,CLP,2026-08-05,2026-08-25,2026-10-25,1,2026-09-10
4493-13-LE26,CONVENIO DE SUMINISTROS FARMACIA CESFAM PENCO 2026,Adjudicada,LE,Región del Biobío,Penco,I MUNICIPALIDAD DE PENCO,70000000.0,CLP,2026-05-27,2026-06-08,2026-09-10,140,2026-09-10
5349-101-L126,SERVICIO DE MANTENIMIENTO PREVENTIVO A EQUIPOS MÉDICOS QUE INCLUYE REPUESTOS DEL HOSPITAL,Publicada,L1,Región de Atacama,Vallenar,HOSPITAL PROVINCIAL   DEL HUASCO MSR FERNANDO ARIZTIA RUIZ,6637600.0,CLP,2026-09-10,2026-09-21,2026-10-20,6,2026-09-10
1057727-11-L126,"GALA FOLCLÓRICA HOSPITAL PURRANQUE, AÑO 2026",Desierta (o art. 3 ó 9 Ley 19.886),L1,Región de los Lagos,Osorno,SERVICIO DE SALUD OSORNO,1900000.0,CLP,2026-08-28,2026-09-02,2026-09-10,1,2026-09-10
1242121-16-LP26,CONVENIO DE SUMINISTRO DE FRUTAS Y VERDURAS PARA EL HOSPITAL PROVINCIAL DE OVALLE,Publicada,LP,Región de Coquimbo,Ovalle,SERVICIO DE SALUD COQUIMBO HOSPITAL DE O,110000000.0,CLP,2026-09-10,2026-10-01,2026-11-11,53,2026-09-10
